"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
-0.18673,-0.12377,0.14574,-0.04058,-0.11189,-0.24703,-0.31823,-0.37447,-0.5098,-0.43919,-0.36149,-0.35541,-0.51338,-0.3278,-0.47591
0.29231,0.21324,0.34215,0.4164,0.30227,-0.10022,-0.07367,-0.09823,0.15711,0.20689,0.07489,0.02505,0.01109,0.02297,0.02674
0.07775,0.04039,-0.04756,-0.02141,-0.21861,-0.18693,-0.12853,0.08399,0.1426,0.36551,0.19245,0.06182,0.04849,0.01466,-0.31071
-0.14921,-0.19541,-0.02887,-0.1928,-0.19139,-0.22151,-0.40455,-0.16625,0.10041,-0.01331,0.09503,-0.13844,-0.19417,-0.16558,-0.10167
0.04453,-0.11542,0.0074,-0.01763,-0.00047,0.17841,-0.22113,-0.1891,-0.1865,-0.39905,-0.37705,-0.32137,-0.35708,-0.39815,-0.1168
0.35173,0.19503,0.07006,-0.03808,-0.05444,-0.1071,-0.17415,-0.37144,-0.60752,-0.54007,-0.41374,-0.35445,-0.42365,-0.33939,-0.50107
-0.12014,-0.08603,-0.00442,-0.28385,-0.1888,-0.24012,-0.33829,-0.41683,-0.47522,-0.15004,-0.29027,-0.19444,-0.26452,-0.30161,-0.16353
-0.3994,-0.26182,-0.09019,-0.00055,0.057,0.06812,-0.01621,-0.14992,-0.11072,-0.02437,-0.13326,0.14328,0.17544,0.24359,0.30054
0.15275,0.14364,-0.1449,-0.17981,-0.1049,-0.28452,0.04122,0.01299,-0.11887,-0.11114,0.08233,-0.20591,-0.41925,-0.60518,-0.58
-0.00104,0.33302,0.15063,0.12067,-0.08085,-0.11166,-0.22481,-0.51174,-0.59696,-0.43911,-0.1867,-0.21988,-0.28132,-0.31536,-0.28399
-0.16714,-0.43014,-0.35526,-0.23521,0.19219,-0.00149,-0.11941,0.25511,0.32068,0.19056,0.04392,0.06079,0.0705,0.06509,0.13232
-0.16752,-0.37808,-0.49999,-0.50844,-0.60373,-0.17024,-0.03477,-0.28361,-0.23378,-0.15287,-0.32613,-0.39281,-0.38444,-0.38887,-0.31171
0.00112,0.05959,-0.1873,-0.40497,-0.31545,-0.23108,-0.21978,-0.17353,0.118,0.20002,0.10573,-0.08521,-0.34112,-0.45596,-0.6462
-0.0232,-0.03328,0.09652,-0.07475,-0.12953,-0.44249,-0.31975,-0.35821,-0.43922,-0.34581,-0.10601,-0.16418,-0.41453,-0.61941,-0.33828
0.03214,0.07803,-0.33934,-0.29245,-0.54822,-0.4701,-0.39874,-0.44548,-0.29695,-0.29254,-0.31555,-0.1279,-0.10261,-0.14502,-0.02298
-0.01615,-0.09541,0.03805,0.06487,0.08247,-0.02459,-0.08442,0.15064,0.05378,0.03596,0.2375,0.45238,0.37074,0.26342,0.41275
0.177,-0.0944,0.09684,0.25984,0.151,0.14994,0.19748,0.25426,0.41328,0.28812,0.51983,0.6839,0.54097,0.71775,0.70524
-0.21726,-0.13005,-0.04181,0.02439,-0.03748,0.11567,-0.00066,0.00055,0.21765,0.42902,0.47876,0.15369,0.07191,0.29179,0.53069
-0.2022,-0.0934,-0.11795,0.13373,0.15737,-0.04583,-0.04911,-0.24967,-0.23364,0.04434,-0.08698,0.24278,0.05744,0.07332,0.18886
0.4219,0.02438,0.07495,-0.06569,-0.15572,0.03719,-0.0568,-0.34806,-0.33006,-0.38556,-0.65584,-0.61039,-0.72582,-0.66456,-0.75413
0.25902,0.36516,0.39294,0.44215,0.3764,0.11286,0.08167,0.10501,-0.01271,0.05955,0.06077,0.32882,-0.15556,-0.1889,-0.31399
-0.12329,0.10066,0.24144,0.19838,0.19534,0.20777,0.3923,0.3269,0.06641,-0.13383,-0.07348,-0.27106,-0.26373,-0.31008,-0.15063
-0.28925,-0.25697,-0.39903,-0.18731,-0.25266,-0.15935,0.1116,-0.03162,-0.02197,-0.00961,-0.07163,-0.15102,-0.09871,0.00671,0.06262
-0.72279,-0.41191,-0.49836,-0.29265,-0.0686,0.0838,-0.17374,0.06822,0.26149,0.21596,0.2771,0.1197,0.22317,-0.15912,-0.3348
0.2344,0.17279,0.14063,0.08048,-0.21558,-0.16259,-0.11408,-0.03002,-0.06469,0.08585,0.08854,0.05595,0.28846,0.31747,0.37483
0.08201,0.12314,0.24545,0.34991,0.36391,-0.12103,0.3349,0.34031,0.14175,0.34243,0.32377,0.6147,0.65349,0.78252,0.74611
0.10176,0.18166,0.16616,0.24097,0.26025,0.16197,0.22435,0.2235,0.45491,0.3666,0.36156,0.44864,0.36797,0.43197,0.56569
0.03776,0.0114,-0.03521,-0.15878,-0.3784,-0.18872,-0.24122,-0.31043,-0.07918,-0.01626,0.01995,-0.06007,-0.27911,-0.12312,0.10613
-0.02816,0.08882,-0.0161,0.12301,0.04089,-0.09636,-0.00945,0.22284,0.16138,0.0788,-0.21909,-0.10553,-0.19768,-0.48523,-0.17509
0.27357,0.14304,-0.00094,-0.02852,-0.11046,-0.05425,0.08425,0.1978,0.00737,-0.01086,-0.00709,-0.22552,-0.19213,-0.23073,-0.20626
0.09426,-0.14087,0.01171,0.09333,0.24352,0.24085,0.44174,0.07677,0.06432,-0.36108,-0.32016,-0.03912,-0.13312,-0.35278,-0.28126
0.21429,0.22516,0.55904,0.67268,0.38763,0.41428,0.25914,0.64765,0.42333,0.39405,0.28388,0.16065,0.26497,0.13844,0.07689
-0.0052,0.29648,0.18359,0.07166,0.1596,0.21133,0.19079,0.0121,-0.01146,0.06678,0.06576,0.1684,0.11328,-0.14142,0.03064
0.18059,0.19299,0.26031,0.06707,0.01027,0.16288,0.24857,-0.19881,-0.18966,-0.44287,-0.411,-0.27042,-0.34925,-0.29501,-0.36408
0.06809,0.06427,0.18656,0.31081,0.4176,0.25934,0.50698,0.35035,0.12087,0.10268,0.08214,-0.06202,-0.27445,-0.28261,-0.15564
0.06997,-0.25949,-0.18711,-0.26494,0.24806,0.31938,0.36823,0.56218,0.39558,0.41145,0.48049,0.14169,-0.11838,0.00261,-0.00903
0.06454,-0.06383,0.03473,-0.13956,-0.23961,-0.15162,-0.17742,-0.11398,-0.28213,-0.52112,-0.62981,-0.78551,-0.6156,-0.57178,-0.50416
0.19273,0.28547,0.13399,0.13818,0.24442,0.12379,0.24462,-0.01416,-0.08282,-0.38763,-0.01376,-0.10232,-0.0705,-0.17404,-0.24888
-0.27952,-0.27204,-0.11215,-0.01227,0.036,0.13957,-0.01962,0.00548,-0.14642,0.18995,0.08013,0.12457,0.06254,0.06255,0.12308
-0.47992,-0.40892,-0.38005,-0.2633,-0.14857,0.15783,0.00333,-0.0949,-0.16146,-0.04667,-0.28659,-0.34589,-0.48138,-0.43317,-0.24652
0.15271,0.11436,-0.15326,-0.07826,0.06686,-0.00432,-0.10168,-0.09206,0.13417,-0.01349,-0.10858,-0.17692,0.00446,-0.1584,-0.13993
-0.10733,-0.20363,-0.37647,-0.03617,-0.1086,-0.37353,-0.48399,-0.29766,-0.76637,-0.72156,-0.59994,-0.56273,-0.25266,-0.6098,-0.82582
-0.45419,-0.66786,-0.62869,-0.49334,-0.59341,-0.61359,-0.45162,-0.30374,-0.31908,-0.30319,-0.33428,-0.38098,-0.30915,-0.20531,-0.18634
0.10483,0.18866,0.31114,0.09366,0.25662,0.07344,-0.06784,-0.06353,-0.39744,-0.52016,-0.62041,-0.57326,-0.50136,-0.64616,-0.5158
-0.17895,-0.27035,-0.02317,-0.14021,-0.30577,-0.38693,-0.18299,-0.36821,-0.30871,-0.26262,-0.11745,-0.04125,0.05322,-0.12904,0.07788
0.21428,-0.02799,0.04171,-0.07758,-0.15824,-0.05141,0.16907,0.30815,0.49224,0.49674,0.61365,0.67013,0.61623,0.55737,0.87083
0.09804,-0.01857,0.06633,0.04153,0.18749,0.16925,0.29666,0.32692,0.08165,0.11775,0.37148,0.37394,0.31045,0.37303,0.1647
0.19903,0.16305,-0.00626,-0.10182,0.0387,0.2133,0.227,0.38779,0.26454,0.12895,-0.0513,0.0875,0.05537,0.15204,0.106
-0.48103,-0.42469,-0.67765,-0.57704,-0.63699,-0.26161,-0.43869,-0.41067,-0.51563,-0.4733,-0.51912,-0.33716,-0.3939,-0.50313,-0.59237
-0.30831,-0.26634,-0.25162,-0.31149,-0.09385,-0.22561,-0.1368,-0.04252,-0.10845,-0.15896,-0.2142,-0.31174,-0.24318,-0.31336,-0.32804
0.22603,0.27077,0.18332,0.2799,0.4311,0.44848,0.20699,0.25573,0.35986,0.35346,0.43973,0.34016,0.09035,-0.03458,0.00304
-0.0525,-0.14963,-0.14539,-0.00264,0.13821,-0.07775,-0.04975,3e-05,0.05319,-0.03545,-0.09088,0.03841,0.29027,0.13101,0.00761
0.50688,0.4137,0.20486,0.15622,0.18539,0.21894,0.0974,-0.09276,-0.14389,-0.12981,-0.15883,-0.17755,-0.2611,-0.09028,0.09503
-0.03881,-0.21303,-0.3646,-0.11969,-0.09131,-0.22798,-0.15392,-0.45245,-0.48841,-0.49986,-0.13925,-0.24697,0.09,0.31441,0.35946
-0.5309,-0.40851,-0.39842,-0.15463,0.01578,-0.25812,-0.18699,-0.44898,-0.56724,-0.38765,-0.30959,-0.08848,-0.02704,-0.24026,-0.00035
0.18708,0.36759,0.48772,0.41172,0.56327,0.42617,0.03791,-0.09931,0.00074,-0.12953,-0.29224,-0.3121,-0.08372,0.06266,0.15046
-0.19049,0.02806,0.29651,0.31211,0.13856,-0.00139,-0.14237,-0.26304,-0.10623,-0.00697,0.12421,0.01558,-0.07126,0.04471,-0.02262
0.44567,0.50859,0.31418,0.3164,0.33527,0.20463,0.26194,0.30263,0.26512,0.05182,0.07117,-0.13044,0.00201,0.04916,0.21472
0.45246,0.47287,0.46831,0.42425,0.35073,0.34493,-0.00665,-0.05754,0.0802,-0.02951,0.03014,0.08252,-0.0123,-0.00366,-0.12709
0.32598,0.36783,0.44934,0.31721,-0.17034,-0.01193,-0.10487,-0.04439,-0.25573,-0.33539,-0.46689,-0.46848,-0.39804,-0.35292,-0.34812
0.06885,0.26071,0.05056,-0.04405,0.06358,-0.09078,-0.20073,-0.12714,-0.24552,-0.06255,-0.16726,-0.09342,-0.36744,-0.31268,-0.25138
-0.16677,-0.29857,-0.22078,0.04789,-0.11434,0.12628,0.0889,0.33843,0.36598,0.29371,0.15957,0.20384,0.31819,0.3337,0.03354
0.03718,0.52337,0.494,0.38276,0.45757,0.33815,0.39493,0.33041,0.43879,0.39859,0.50994,0.568,0.5097,0.36974,0.48967
-0.14167,-0.06875,0.02918,0.06331,0.00233,-0.1065,-0.38836,-0.1951,-0.18449,-0.19151,-0.13662,0.156,0.01089,0.06997,-0.00267
-0.16873,0.27124,0.43477,0.39217,0.19198,0.25268,0.15997,0.09715,0.12058,-0.05576,0.41884,0.46297,0.53158,0.47682,0.46628
-0.32809,0.05934,-0.17343,-0.09404,-0.00675,0.22581,0.11106,0.21085,-0.06729,-0.13888,-0.17701,-0.31787,-0.38781,-0.42711,-0.15564
0.0907,0.27815,0.4088,0.12378,0.12471,0.09227,0.07682,0.13003,0.26157,0.45382,0.31132,0.43919,0.47595,0.88487,0.94929
0.26481,0.13706,0.2051,-0.08153,0.17648,0.2497,-0.13267,0.51718,0.39426,0.60748,0.71512,0.67036,0.47709,0.5134,0.42979
0.06175,0.12595,0.01801,-0.1545,-0.09618,-0.06299,0.33431,0.37168,0.36351,0.076,0.31085,0.36798,0.42107,0.53517,0.18894
-0.17586,-0.15743,-0.10133,-0.23471,-0.21972,-0.43697,-0.34833,-0.20653,-0.20534,0.02608,0.36382,0.45909,0.46334,0.19251,-0.01891
0.09386,0.06186,0.42533,-0.08891,-0.05265,-0.03305,-0.15609,-0.06215,-0.03425,0.04631,-0.05871,-0.13781,-0.10057,-0.11904,-0.13052
0.18394,0.57421,0.46802,0.56417,0.55303,0.21654,-0.05061,-0.11029,-0.05806,-0.09646,-0.13873,0.03978,0.17724,0.0564,0.08294
0.05342,0.08719,-0.09766,-0.11543,0.08174,-0.25918,-0.29928,-0.10372,-0.3143,-0.35538,-0.14706,0.12374,-0.20093,0.09667,0.27305
0.20309,0.16977,-0.05871,-0.08682,0.11141,-0.13959,-0.32317,-0.31566,-0.15509,-0.18629,-0.09577,0.02949,-0.00988,0.13643,0.15503
-0.39547,-0.31878,-0.50078,-0.61277,-0.4313,-0.43252,-0.36513,-0.39886,-0.28687,-0.20003,-0.53896,-0.6795,-0.49908,-0.24262,-0.41023
-0.0367,-0.33711,-0.41483,-0.34856,-0.35149,-0.32534,-0.37952,-0.58649,-0.67707,-0.63654,-0.66243,-0.65762,-0.67656,-0.48938,-0.35258
-0.14336,-0.22088,0.38853,0.11225,0.02469,0.19914,0.41924,0.1821,0.44714,0.37979,0.3308,0.1978,0.33133,0.07542,0.15401
0.15119,-0.10193,-0.11104,-0.25703,0.05283,0.3269,0.1886,-0.08666,0.00521,0.31116,0.11735,0.07279,0.21682,0.07675,-0.08435
0.33958,0.35997,0.51376,0.61235,0.70334,0.46354,0.06538,-0.11875,-0.21972,-0.18941,-0.11277,-0.20927,-0.15037,-0.03231,-0.41696
0.15347,0.15923,-0.03944,0.09269,0.2613,0.10835,-0.0142,0.09075,0.08136,0.33667,0.3051,0.03898,0.13905,0.24522,0.28702
0.16127,-0.04527,0.17392,0.31694,0.18691,0.27526,0.01588,0.19476,0.38741,0.35905,0.41323,0.42977,0.39924,0.42194,0.30098
-0.13547,0.11619,-0.01576,0.00691,0.07638,-0.05969,0.11407,0.17644,0.21787,0.41443,0.14294,0.24168,0.17905,-0.06031,-0.22473
0.16135,0.2531,0.01061,-0.01413,-0.28888,-0.31454,-0.32581,-0.06545,-0.24033,-0.06564,0.13708,0.1789,0.00458,0.13073,0.02685
-0.07003,0.01534,-0.10765,-0.30843,-0.165,-0.01559,-0.0326,0.29948,0.23533,0.41306,0.73273,0.638,0.42379,0.34586,0.42973
-0.13391,-0.01441,-0.04999,-0.1176,-0.31607,-0.31573,-0.23028,-0.02555,-0.08909,-0.17392,-0.05483,-0.01133,-0.17515,-0.03688,0.04588
0.01699,-0.15476,-0.27329,-0.12946,-0.07911,-0.00763,-0.26186,-0.11952,-0.07286,0.1327,0.49422,0.5593,0.44951,0.4966,0.32429
-0.10375,-0.12795,0.04472,0.46086,0.56977,0.19187,0.33945,0.24746,0.27529,0.21255,0.18805,0.20663,-0.03032,0.04503,0.05843
0.54719,0.52644,0.55447,0.48393,0.28311,0.17537,-0.00159,0.024,0.00601,0.17484,0.10303,0.22798,0.2507,0.24727,0.40101
0.11438,-0.06536,0.2302,0.04163,0.19891,0.14148,0.42844,0.43544,0.36614,0.39412,0.2589,-0.12339,-0.02947,-0.02942,-0.08134
-0.16095,0.30173,0.31727,0.30019,0.17907,-0.12383,-0.46104,-0.05641,-0.03937,0.05108,0.05133,0.15768,0.09897,0.39324,0.40223
-0.06442,0.17285,0.18443,-0.06687,-0.05114,-0.13351,0.00912,0.18635,0.44095,0.40118,0.27004,0.22171,0.27976,0.13184,0.10769
0.31524,0.35074,0.24381,-0.11185,-0.18318,-0.50584,-0.82583,-0.78827,-0.61132,-0.70692,-0.86802,-0.83014,-0.57271,-0.61484,-0.86682
-0.2596,-0.20828,-0.18242,0.06315,-0.01768,-0.31624,-0.171,-0.22452,-0.10298,-0.01737,-0.07033,-0.19551,-0.16069,0.01577,-0.12338
-0.28947,-0.43049,-0.16412,-0.22818,-0.07625,-0.22631,-0.34021,-0.25759,-0.11199,-0.05206,-0.09607,-0.25679,-0.17494,-0.14822,-0.19524
0.07651,0.2017,0.21323,0.00907,0.11738,0.31085,0.0687,-0.09462,-0.10563,-0.05225,0.05815,0.02649,0.08978,-0.02607,0.12762
0.24556,0.38742,0.44421,0.38692,0.14791,0.13699,0.05144,-0.16684,-0.14715,-0.192,-0.43983,-0.38461,-0.47543,-0.72849,-0.89442
-0.48924,-0.33715,-0.07254,0.06009,0.03822,-0.14126,-0.11135,-0.05749,0.15624,0.24895,0.37746,0.36744,0.32013,0.38538,0.56749
0.03891,-0.0539,-0.02734,-0.05709,-0.03396,0.0256,0.03498,-0.17624,-0.28298,-0.12894,-0.15434,-0.20958,-0.0518,-0.21582,0.1681
0.51948,0.46398,0.82581,0.56209,0.25981,0.13984,-0.18013,-0.32116,-0.13177,-0.12259,-0.2637,-0.39365,-0.52742,-0.70181,-0.57851
0.10518,0.1769,0.19568,0.25306,0.06338,0.13702,0.14191,0.06089,-0.01232,0.19181,0.30206,0.02381,0.26987,0.21979,0.27116
0.20353,0.02425,-0.12915,-0.1784,-0.1878,-0.09868,0.14094,-0.07882,-0.15376,0.18119,0.07835,0.13585,0.04593,-0.15438,-0.21884
0.01724,-0.06842,-0.1378,-0.09346,-0.03186,-0.0432,-0.04762,0.29717,0.41206,0.36301,0.63886,0.52673,0.51048,0.27661,0.20416
-0.15432,-0.08061,-0.19076,-0.15543,-0.17874,0.13074,0.06539,0.05052,-0.03582,0.02283,0.12052,-0.04585,-0.12794,-0.09391,-0.19986
-0.24476,-0.01043,-0.09667,0.05026,-0.12889,0.10801,0.35682,0.38516,0.52193,0.6108,0.54753,0.48909,0.28229,0.33756,0.35694
-0.16226,0.21397,0.27348,0.15851,-0.02722,0.13116,0.15822,0.06019,-0.0384,-0.14665,-0.02676,-0.07301,-0.12234,-0.24466,-0.31118
-0.32787,-0.41355,-0.14656,-0.1564,-0.43993,-0.43248,-0.65848,-0.41968,-0.24589,-0.14152,0.26038,0.21874,0.18493,0.53524,0.36563
0.01798,-0.04409,-0.27283,-0.15183,-0.09339,-0.05112,0.0881,0.07915,-0.2617,-0.05027,-0.123,-0.20566,-0.18603,-0.23851,-0.14408
-0.23586,0.00447,-0.04775,-0.17601,0.13838,-0.11079,-0.13887,0.15215,-0.05791,-0.29257,-0.29613,-0.40193,-0.32831,-0.16765,-0.41248
0.04938,0.01595,-0.12812,-0.24809,-0.4835,-0.37243,-0.24681,-0.11386,-0.32592,-0.43622,-0.54855,-0.48558,-0.33072,-0.33608,-0.49537
-0.15229,-0.02339,-0.12002,0.26903,0.13721,0.1148,0.11051,0.05847,-0.15767,-0.30054,-0.18384,-0.26769,-0.30454,-0.50439,-0.44786
-0.12829,-0.20279,-0.2532,-0.11919,-0.25796,-0.19225,-0.25875,-0.12946,0.0454,0.00094,0.07915,0.16615,0.22541,0.01694,0.10598
0.1746,0.056,0.04541,0.00607,0.01433,0.37827,0.22457,0.20632,0.08688,-0.0615,-0.01281,-0.03972,-0.26389,-0.38,-0.48549
0.19273,0.22723,0.26775,0.21817,0.11187,0.22755,0.43866,0.61888,0.38964,0.19376,0.40509,0.37929,0.44343,0.23417,0.30554
0.56597,0.31057,0.27675,0.13684,0.03378,-0.14043,-0.20444,-0.2349,-0.09836,-0.14106,-0.3041,-0.0515,-0.20041,-0.19574,0.00899
0.01628,0.19739,0.27184,0.22278,0.18497,-0.10308,-0.09163,-0.17901,-0.17224,-0.19835,-0.34147,-0.46359,-0.3088,-0.18071,-0.1438
-0.4571,-0.56439,-0.38441,-0.43204,-0.3438,-0.09621,0.02419,-0.01569,0.19928,0.24624,0.45716,0.41066,0.40333,0.35666,0.42568
-0.22222,-0.02687,0.02797,0.20097,0.01524,-0.06175,0.31626,0.15349,0.12421,0.22249,0.00116,0.1949,-0.06286,-0.14486,-0.11462
0.18861,0.20984,-0.02944,0.04041,0.29984,0.0417,-0.03032,0.02156,0.32398,0.27351,0.34805,0.4731,0.49287,0.33861,0.28325
-0.00096,-0.16032,0.16919,0.10894,0.27689,0.14506,0.39726,0.49743,0.55398,0.45699,0.52539,0.49124,0.56414,0.40942,0.27985
0.21859,0.40756,0.51757,0.56601,0.40229,0.20766,0.27581,0.00386,0.00301,0.2601,0.32093,0.03428,-0.11075,-0.24888,0.04671
0.26109,0.25372,0.20746,0.29791,0.5029,0.3491,0.0554,0.06285,0.26371,0.43144,0.23008,0.13475,0.27607,0.33589,0.46885
0.53499,0.35995,0.42434,0.29421,0.02171,-0.01823,0.12923,0.00929,0.15121,-0.01832,-0.40545,-0.41776,-0.20662,-0.01333,0.04819
0.05153,0.10437,0.00332,0.02613,-0.06159,-0.16177,0.05483,0.00789,-0.23439,-0.14767,0.00502,-0.02913,0.18866,-0.07483,-0.24897
-0.01151,-0.02861,0.18452,0.24297,0.50249,0.17487,-0.03723,-0.02068,-0.20678,-0.0489,-0.0715,0.27769,0.10885,0.22664,0.29901
-0.12739,-0.14468,-0.36721,-0.24877,-0.47046,-0.4185,-0.30519,0.00525,0.16105,0.26588,0.18423,0.08917,0.01323,0.05842,0.11555
0.04302,-0.04912,-0.17866,-0.15768,-0.28591,-0.52954,-0.24626,-0.30995,-0.162,-0.29255,-0.32287,-0.19226,-0.12537,-0.008,-0.14659
0.14137,0.24314,0.06685,-0.38943,-0.29074,-0.29554,0.08057,0.02698,0.1427,0.13324,0.30873,0.4057,0.38633,0.23387,0.23645
0.40629,0.18942,0.23918,0.28827,0.29105,0.29447,-0.05054,0.10666,-0.00126,0.11876,-0.10749,0.16345,0.29515,0.31014,0.34
0.12988,0.10928,-0.10491,0.19476,-0.04423,0.12491,0.32534,0.3923,0.14999,0.34283,0.29071,0.0078,-0.28424,-0.20555,-0.1587
-0.33241,-0.28909,-0.15405,-0.30387,-0.29177,-0.19967,-0.03636,-0.00717,-0.15847,-0.37143,-0.25922,0.16319,0.2,0.0464,-0.2548
-0.27075,-0.23395,0.08581,0.15074,-0.05061,-0.24783,-0.38552,-0.02029,0.17255,0.12337,0.05192,0.15128,0.18097,0.25853,0.37282
-0.36691,-0.16371,-0.18486,-0.17686,-0.04394,-0.01095,-0.10889,-0.27647,-0.2816,-0.30794,-0.00306,0.17091,0.16677,0.10768,0.22473
0.234,0.21229,0.45835,0.20828,0.25335,-0.08301,-0.21312,-0.31229,-0.36216,-0.31494,-0.27258,-0.11512,-0.14075,-0.06816,-0.04718
-0.33316,-0.28158,-0.26723,-0.04021,-0.0355,-0.09727,-0.20363,-0.3339,-0.06689,0.03955,0.22427,0.24084,0.15978,0.27088,0.30114
-0.15092,-0.05013,-0.22,-0.47192,-0.20363,-0.42405,-0.22636,-0.08956,0.00759,0.06954,0.07817,0.27561,0.15916,0.16135,0.41284
-0.31409,-0.5142,-0.25985,-0.16175,-0.24014,-0.03637,-0.20091,-0.27301,-0.28538,-0.08836,-0.2777,-0.07201,-0.26453,-0.24351,-0.35726
0.27893,0.05232,-0.06074,-0.14081,-0.12084,-0.29628,-0.47443,-0.40208,-0.37969,-0.26185,-0.31164,-0.19527,-0.39641,-0.30569,-0.30379
0.3774,0.30719,0.36395,0.6377,0.37462,0.13905,0.41341,0.19607,0.45544,0.34568,0.26024,0.13431,0.41301,0.49263,0.78642
0.20588,0.40909,0.36255,0.3751,0.30825,0.38713,0.3238,0.25341,0.35654,0.49135,0.41475,0.39403,0.26711,0.2217,0.28895
-0.20623,-0.30471,-0.3593,-0.08142,-0.00823,-0.13147,-0.28856,0.13962,0.32642,0.35323,0.56774,0.3915,0.29187,0.30464,0.11151
-0.07199,-0.29575,-0.28246,-0.43628,-0.51602,-0.30737,-0.1508,-0.22689,-0.18032,-0.12409,0.06083,-0.07618,0.14054,0.02542,0.09726
0.06073,0.05977,0.13657,0.27756,0.27064,0.29055,0.21402,0.2815,0.40477,0.10869,-0.00098,-0.18499,-0.11883,-0.26233,-0.02054
0.04427,0.03217,-0.03106,-0.23699,-0.04433,0.09127,-0.06796,-0.17241,-0.32982,-0.0831,-0.31322,-0.24849,-0.31165,-0.08644,0.00103
-0.27289,-0.40823,-0.54083,-0.30092,-0.09456,-0.21083,-0.0081,-0.20646,-0.13447,-0.05959,-0.03753,-0.16798,-0.16693,-0.05572,0.20715
-0.07976,-0.08976,-0.31259,-0.29375,-0.09866,-0.32397,-0.37204,-0.1055,0.00705,-0.05525,-0.43358,-0.60143,-0.47298,-0.539,-0.32269
0.32362,0.223,0.05744,0.12554,0.0884,0.13667,0.14035,0.07761,-0.02414,0.25312,0.11069,0.03756,-0.03745,0.00278,0.09095
-0.24246,-0.14342,-0.02715,-0.25237,-0.2032,-0.19965,-0.18231,-0.18029,0.06314,-0.10277,-0.16458,0.10774,0.26665,0.33888,0.02331
0.21754,0.03892,0.2001,0.24066,0.35415,0.37671,0.44787,0.46778,0.52089,0.55787,0.60382,0.67759,0.37631,0.21439,-0.12789
-0.08611,-0.14636,-0.05261,0.05264,-0.05935,-0.21612,-0.141,-0.18876,-0.10281,0.03496,0.13893,0.04631,0.22588,0.19536,0.25039
0.03112,-0.10471,-0.11087,-0.15157,-0.15603,-0.08646,-0.31556,-0.50442,-0.40276,-0.27541,-0.2985,-0.20903,-0.05141,-0.18972,-0.34762
0.1331,0.25867,0.38371,0.3518,0.1837,-0.04592,-0.14057,-0.12208,-0.01594,-0.1838,-0.11858,-0.08961,0.01265,-0.11104,-0.11717
0.01961,-0.07876,-0.08403,0.09126,0.20489,0.07602,-0.06677,0.01783,0.14029,0.02363,-0.053,-0.14165,-0.1294,-0.08508,-0.07371
0.35763,0.19596,0.24705,0.21958,0.01045,-0.02042,-0.40835,-0.40378,-0.07899,-0.45203,-0.46978,-0.36672,-0.15038,-0.32618,-0.53189
-0.36221,-0.56457,-0.36457,-0.24605,-0.2184,-0.48277,-0.49665,-0.22672,0.19595,0.31667,0.10658,0.01435,-0.07161,-0.13149,-0.10672
0.09421,0.11123,0.07346,-0.08143,-0.14821,0.08364,0.07676,-0.11907,-0.344,-0.14026,-0.23496,-0.19091,-0.1165,-0.12321,0.02368
0.12757,-0.05021,-0.48447,-0.53903,-0.53768,-0.42476,-0.2649,-0.71794,-0.55377,-0.35513,-0.43843,-0.39762,-0.53204,-0.56616,-0.75002
0.01121,0.15969,0.39931,0.43162,0.54886,0.41866,0.54929,0.26845,0.53871,0.39931,0.28379,0.45108,0.4041,0.45647,0.39059
-0.17081,0.00771,0.12425,0.09652,0.23061,0.06017,-0.01965,0.12152,0.25617,0.05747,-0.10729,-0.33669,-0.03029,-0.19428,0.03205
0.46361,0.29521,0.16381,0.11363,-0.02233,-0.18073,0.00699,0.00975,-0.16119,0.10173,0.05782,-0.12458,-0.19625,-0.11705,-0.01455
0.25463,-0.00245,-0.08236,0.28489,0.46767,0.34033,0.33833,0.35312,0.4013,0.36957,0.4818,0.43078,0.31099,0.31413,0.29478
0.27758,0.18441,0.37546,0.47355,0.4834,0.38695,0.18271,0.47824,0.70248,0.78814,0.81517,0.81325,0.54866,0.54728,0.59467
-0.28537,-0.22647,-0.2306,-0.1512,-0.22648,-0.25119,-0.08467,-0.13184,-0.25344,-0.3527,-0.30755,-0.08729,-0.06704,0.08144,0.1808
-0.13483,-0.2698,-0.26296,-0.22346,-0.06676,-0.00196,0.03715,-0.30521,-0.5354,-0.46692,-0.52548,-0.72598,-0.60341,-0.80802,-0.79983
-0.51158,-0.52659,-0.58913,-0.34772,-0.36334,-0.65332,-0.71539,-0.44879,-0.34558,-0.35721,-0.5195,-0.49857,-0.67487,-0.46376,-0.46343
0.05164,0.0726,0.01196,-0.1138,-0.00891,-0.06005,0.06173,-0.26746,-0.48918,-0.5128,-0.59096,-0.83703,-1.01909,-1.07426,-0.98913
-0.39908,-0.05759,0.38754,0.44071,0.57935,0.24753,0.4352,0.28317,0.23475,0.35699,0.16997,0.11545,0.20349,0.27779,0.11509
-0.48341,-0.58065,-0.31704,-0.31502,-0.31978,-0.39104,-0.48167,-0.45944,-0.39875,-0.33948,-0.37637,-0.50359,-0.35212,-0.15881,0.02291
0.12496,-0.00106,0.17394,0.00711,0.19954,0.20662,-0.02024,0.11992,-0.088,0.13353,0.05801,-0.16346,-0.20599,-0.13244,0.05365
